Anio,Semestre,Departamento,Area_sembrada,Area_cosechada,Produccion_ton,Rendimiento,N_municipios,Temp_media_sem,Temp_max_sem,Temp_min_sem,Amplitud_termica,Precip_total_sem,Precip_media_dia,Dias_lluvia,Precip_max_dia,ONI_media,ONI_max,ONI_min,ONI_std,Fase_ENSO_dom,es_El_Nino,es_La_Nina,Precio_interno_cop,Precio_oic_usd,Produccion_sacos,Export_vol_sacos,Export_valor_musd,ICO_composite,ICO_colombian_milds,Temp_media_sem_lag1,Temp_media_sem_lag2,Temp_media_sem_lag3,Amplitud_termica_lag1,Amplitud_termica_lag2,Amplitud_termica_lag3,Precip_total_sem_lag1,Precip_total_sem_lag2,Precip_total_sem_lag3,Precip_media_dia_lag1,Precip_media_dia_lag2,Precip_media_dia_lag3,Dias_lluvia_lag1,Dias_lluvia_lag2,Dias_lluvia_lag3,ONI_media_lag1,ONI_media_lag2,ONI_media_lag3,Precio_interno_cop_lag1,Precio_interno_cop_lag2,ICO_composite_lag1,ICO_composite_lag2,Estres_hidrico,Precio_cop_cambio,ENSO_intensidad
2023,2,NARINO,35991.77,29630.75,27283.0,0.8312195121951219,41,13.682065217391305,18.870033526570047,9.59998211352657,9.270051413043477,3051.497,3.060679037111334,342.0,77.7,1.6666666666666667,2.1,1.1,0.3777124126457412,El Niño,1,0,1362934.884686689,159.2891087629881,6327.565109901505,5588.687,1499.721330479999,159.29,192.6016666666667,15.342805582290664,16.558233710285407,16.954263636363635,8.495926482194418,9.509775288099084,9.068725196363637,7026.707,8303.835,8771.517,2.397375298532924,3.596290601992204,4.597231132075471,888.0,942.0,800.0,-0.85,-0.65,-0.8500000000000001,2194198.9982078853,1813460.1523915462,180.49166666666667,177.03333333333333,207.8384038497131,-0.37884627337818144,1.6666666666666667
2024,2,NARINO,35730.409999999996,28669.22,32383.690000000002,1.0519512195121952,41,14.85257060101376,20.30796524257784,11.002900072411295,9.305065170166545,11928.1,6.101329923273657,669.0,197.7,-0.18333333333333335,0.1,-0.4,0.17224014243685085,Neutro,0,0,2222445.1612903224,259.1961844002555,8177.912242085772,6584.232,2048.13785945,259.2083333333333,287.52666666666664,13.682065217391305,15.342805582290664,16.558233710285407,9.270051413043477,8.495926482194418,9.509775288099084,3051.497,7026.707,8303.835,3.060679037111334,2.397375298532924,3.596290601992204,342.0,888.0,942.0,1.6666666666666667,-0.85,-0.65,1362934.884686689,2194198.9982078853,159.29,180.49166666666667,752.4394812811752,0.6306319445343256,0.18333333333333335
2019,2,NORTE DE SANTANDER,23026.989999999998,19787.46,24340.5,1.1780555555555556,36,,,,,,,,,0.39999999999999997,0.7,0.2,0.20976176963403026,Neutro,0,0,856529.8387096775,103.12790654997177,8079.0,7104.5509999999995,1346.06580042,103.12833333333333,139.74,,,,,,,,,,,,,,,,,,,,,,,,,0.39999999999999997
2020,2,NORTE DE SANTANDER,23095.26,20361.16,21509.14,0.9924999999999999,36,,,,,,,,,-0.8500000000000001,-0.4,-1.2,0.3391164991562635,La Niña,0,1,1072085.6630824374,110.81377893845286,7741.0,6789.116,1438.086714300001,110.83,162.48166666666665,,,,,,,,,,,,,,,,0.39999999999999997,,,856529.8387096775,,103.12833333333333,,,0.25166178063041533,0.8500000000000001
2021,2,NORTE DE SANTANDER,22888.64,20080.07,20740.94,1.0230555555555556,36,,,,,,,,,-0.65,-0.3,-0.9,0.2588435821108957,La Niña,0,1,1813460.1523915462,177.03401104962472,6861.0,6694.546,1777.9755760799999,177.03333333333333,252.24,,,,,,,,,,,,,,,,-0.8500000000000001,0.39999999999999997,,1072085.6630824374,856529.8387096775,110.83,103.12833333333333,,0.6915254208115469,0.65
2022,2,NORTE DE SANTANDER,23410.6,20260.38,18161.91,0.8783333333333334,36,,,,,,,,,-0.85,-0.7,-1.0,0.10488088481701514,La Niña,0,1,2194198.9982078853,180.53962279521804,5655.599220188862,5540.512,1710.135522140001,180.49166666666667,264.185,,,,,,,,,,,,,,,,-0.65,-0.8500000000000001,0.39999999999999997,1813460.1523915462,1072085.6630824374,177.03333333333333,110.83,,0.20995159188594803,0.85
2023,2,NORTE DE SANTANDER,24117.329999999998,20224.45,16277.45,0.8316666666666667,36,,,,,,,,,1.6666666666666667,2.1,1.1,0.3777124126457412,El Niño,1,0,1362934.884686689,159.2891087629881,6327.565109901505,5588.687,1499.721330479999,159.29,192.6016666666667,,,,,,,,,,,,,,,,-0.85,-0.65,-0.8500000000000001,2194198.9982078853,1813460.1523915462,180.49166666666667,177.03333333333333,,-0.37884627337818144,1.6666666666666667
2024,2,NORTE DE SANTANDER,24639.670000000002,20233.12,20114.78,1.0148648648648648,37,,,,,,,,,-0.18333333333333335,0.1,-0.4,0.17224014243685085,Neutro,0,0,2222445.1612903224,259.1961844002555,8177.912242085772,6584.232,2048.13785945,259.2083333333333,287.52666666666664,,,,,,,,,,,,,,,,1.6666666666666667,-0.85,-0.65,1362934.884686689,2194198.9982078853,159.29,180.49166666666667,,0.6306319445343256,0.18333333333333335
2019,2,PUTUMAYO,224.0,222.0,115.0,0.75,2,,,,,,,,,0.39999999999999997,0.7,0.2,0.20976176963403026,Neutro,0,0,856529.8387096775,103.12790654997177,8079.0,7104.5509999999995,1346.06580042,103.12833333333333,139.74,,,,,,,,,,,,,,,,,,,,,,,,,0.39999999999999997
2020,2,PUTUMAYO,227.0,203.0,158.6,1.12,2,,,,,,,,,-0.8500000000000001,-0.4,-1.2,0.3391164991562635,La Niña,0,1,1072085.6630824374,110.81377893845286,7741.0,6789.116,1438.086714300001,110.83,162.48166666666665,,,,,,,,,,,,,,,,0.39999999999999997,,,856529.8387096775,,103.12833333333333,,,0.25166178063041533,0.8500000000000001
2021,2,PUTUMAYO,224.38,200.92,219.0,1.09,2,,,,,,,,,-0.65,-0.3,-0.9,0.2588435821108957,La Niña,0,1,1813460.1523915462,177.03401104962472,6861.0,6694.546,1777.9755760799999,177.03333333333333,252.24,,,,,,,,,,,,,,,,-0.8500000000000001,0.39999999999999997,,1072085.6630824374,856529.8387096775,110.83,103.12833333333333,,0.6915254208115469,0.65
2022,2,PUTUMAYO,226.74,198.18,169.33,0.5833333333333334,3,,,,,,,,,-0.85,-0.7,-1.0,0.10488088481701514,La Niña,0,1,2194198.9982078853,180.53962279521804,5655.599220188862,5540.512,1710.135522140001,180.49166666666667,264.185,,,,,,,,,,,,,,,,-0.65,-0.8500000000000001,0.39999999999999997,1813460.1523915462,1072085.6630824374,177.03333333333333,110.83,,0.20995159188594803,0.85
2023,2,PUTUMAYO,216.45,174.85,136.24,0.4175,4,,,,,,,,,1.6666666666666667,2.1,1.1,0.3777124126457412,El Niño,1,0,1362934.884686689,159.2891087629881,6327.565109901505,5588.687,1499.721330479999,159.29,192.6016666666667,,,,,,,,,,,,,,,,-0.85,-0.65,-0.8500000000000001,2194198.9982078853,1813460.1523915462,180.49166666666667,177.03333333333333,,-0.37884627337818144,1.6666666666666667
2024,2,PUTUMAYO,214.45,167.17,161.88,0.8083333333333332,6,,,,,,,,,-0.18333333333333335,0.1,-0.4,0.17224014243685085,Neutro,0,0,2222445.1612903224,259.1961844002555,8177.912242085772,6584.232,2048.13785945,259.2083333333333,287.52666666666664,,,,,,,,,,,,,,,,1.6666666666666667,-0.85,-0.65,1362934.884686689,2194198.9982078853,159.29,180.49166666666667,,0.6306319445343256,0.18333333333333335
2019,2,QUINDIO,20023.09,14820.9,19705.84,1.3483333333333334,12,,,,,9665.781,4.46662707948244,822.0,90.49,0.39999999999999997,0.7,0.2,0.20976176963403026,Neutro,0,0,856529.8387096775,103.12790654997177,8079.0,7104.5509999999995,1346.06580042,103.12833333333333,139.74,,,,,,,,,,,,,,,,,,,,,,,,,0.39999999999999997
2020,2,QUINDIO,19646.760000000002,15370.76,18496.760000000002,1.2075,12,,,,,8792.686,5.265081437125748,740.0,136.7,-0.8500000000000001,-0.4,-1.2,0.3391164991562635,La Niña,0,1,1072085.6630824374,110.81377893845286,7741.0,6789.116,1438.086714300001,110.83,162.48166666666665,,,,,,,9665.781,,,4.46662707948244,,,822.0,,,0.39999999999999997,,,856529.8387096775,,103.12833333333333,,,0.25166178063041533,0.8500000000000001
2021,2,QUINDIO,18871.27,14590.83,15351.68,1.0725,12,,,,,7176.165,5.659436119873817,600.0,89.8,-0.65,-0.3,-0.9,0.2588435821108957,La Niña,0,1,1813460.1523915462,177.03401104962472,6861.0,6694.546,1777.9755760799999,177.03333333333333,252.24,,,,,,,8792.686,9665.781,,5.265081437125748,4.46662707948244,,740.0,822.0,,-0.8500000000000001,0.39999999999999997,,1072085.6630824374,856529.8387096775,110.83,103.12833333333333,,0.6915254208115469,0.65
2022,2,QUINDIO,18436.79,14259.28,13441.83,0.9441666666666667,12,,,,,3469.502,3.3914975562072334,310.0,74.5,-0.85,-0.7,-1.0,0.10488088481701514,La Niña,0,1,2194198.9982078853,180.53962279521804,5655.599220188862,5540.512,1710.135522140001,180.49166666666667,264.185,,,,,,,7176.165,8792.686,9665.781,5.659436119873817,5.265081437125748,4.46662707948244,600.0,740.0,822.0,-0.65,-0.8500000000000001,0.39999999999999997,1813460.1523915462,1072085.6630824374,177.03333333333333,110.83,,0.20995159188594803,0.85
2023,2,QUINDIO,18051.44,13907.35,14906.18,1.1624999999999999,12,,,,,1554.922,5.51390780141844,85.0,82.7,1.6666666666666667,2.1,1.1,0.3777124126457412,El Niño,1,0,1362934.884686689,159.2891087629881,6327.565109901505,5588.687,1499.721330479999,159.29,192.6016666666667,,,,,,,3469.502,7176.165,8792.686,3.3914975562072334,5.659436119873817,5.265081437125748,310.0,600.0,740.0,-0.85,-0.65,-0.8500000000000001,2194198.9982078853,1813460.1523915462,180.49166666666667,177.03333333333333,,-0.37884627337818144,1.6666666666666667
2024,2,QUINDIO,17929.55,13689.87,18484.67,1.3533333333333333,12,,,,,6397.817,14.344881165919283,230.0,182.274,-0.18333333333333335,0.1,-0.4,0.17224014243685085,Neutro,0,0,2222445.1612903224,259.1961844002555,8177.912242085772,6584.232,2048.13785945,259.2083333333333,287.52666666666664,,,,,,,1554.922,3469.502,7176.165,5.51390780141844,3.3914975562072334,5.659436119873817,85.0,310.0,600.0,1.6666666666666667,-0.85,-0.65,1362934.884686689,2194198.9982078853,159.29,180.49166666666667,,0.6306319445343256,0.18333333333333335
2019,2,RISARALDA,45127.3,34870.1,48054.92,1.3414285714285714,14,18.890905432595574,25.58933524647887,14.05929138415493,11.530043862323941,13109.898,5.3292268292682925,1151.0,105.354,0.39999999999999997,0.7,0.2,0.20976176963403026,Neutro,0,0,856529.8387096775,103.12790654997177,8079.0,7104.5509999999995,1346.06580042,103.12833333333333,139.74,,,,,,,,,,,,,,,,,,,,,,,659.0900572337235,,0.39999999999999997
2020,2,RISARALDA,44471.0,34240.0,41697.99,1.2157142857142857,14,19.955806671204904,26.960358863172225,16.275868202859087,10.684490660313138,10437.05,6.139441176470588,894.0,90.6,-0.8500000000000001,-0.4,-1.2,0.3391164991562635,La Niña,0,1,1072085.6630824374,110.81377893845286,7741.0,6789.116,1438.086714300001,110.83,162.48166666666665,18.890905432595574,,,11.530043862323941,,,13109.898,,,5.3292268292682925,,,1151.0,,,0.39999999999999997,,,856529.8387096775,,103.12833333333333,,498.05050045348105,0.25166178063041533,0.8500000000000001
2021,2,RISARALDA,43386.83,32937.71,36067.45,1.112142857142857,14,20.100342178770948,26.667668044692736,16.236935602444134,10.430732442248601,6700.0,4.5485403937542435,564.0,80.6,-0.65,-0.3,-0.9,0.2588435821108957,La Niña,0,1,1813460.1523915462,177.03401104962472,6861.0,6694.546,1777.9755760799999,177.03333333333333,252.24,19.955806671204904,18.890905432595574,,10.684490660313138,11.530043862323941,,10437.05,13109.898,,6.139441176470588,5.3292268292682925,,894.0,1151.0,,-0.8500000000000001,0.39999999999999997,,1072085.6630824374,856529.8387096775,110.83,103.12833333333333,317.530395632203,0.6915254208115469,0.65
2022,2,RISARALDA,43183.67,33376.97,33387.59,1.042142857142857,14,19.175921397379913,25.442187991266376,15.748914705764193,9.693273285502183,5493.814,4.6400456081081085,445.0,69.2,-0.85,-0.7,-1.0,0.10488088481701514,La Niña,0,1,2194198.9982078853,180.53962279521804,5655.599220188862,5540.512,1710.135522140001,180.49166666666667,264.185,20.100342178770948,19.955806671204904,18.890905432595574,10.430732442248601,10.684490660313138,11.530043862323941,6700.0,10437.05,13109.898,4.5485403937542435,6.139441176470588,5.3292268292682925,564.0,894.0,1151.0,-0.65,-0.8500000000000001,0.39999999999999997,1813460.1523915462,1072085.6630824374,177.03333333333333,110.83,272.2955691487497,0.20995159188594803,0.85
2023,2,RISARALDA,42012.69,32508.96,32344.989999999998,1.0057142857142858,14,21.969562841530053,28.430948770491803,17.66082180327869,10.770126967213113,1994.157,4.180622641509434,151.0,109.631,1.6666666666666667,2.1,1.1,0.3777124126457412,El Niño,1,0,1362934.884686689,159.2891087629881,6327.565109901505,5588.687,1499.721330479999,159.29,192.6016666666667,19.175921397379913,20.100342178770948,19.955806671204904,9.693273285502183,10.430732442248601,10.684490660313138,5493.814,6700.0,10437.05,4.6400456081081085,4.5485403937542435,6.139441176470588,445.0,564.0,894.0,-0.85,-0.65,-0.8500000000000001,2194198.9982078853,1813460.1523915462,180.49166666666667,177.03333333333333,86.81736843482585,-0.37884627337818144,1.6666666666666667
2024,2,RISARALDA,40856.38,30750.61,41226.99,1.352857142857143,14,20.768709677419356,26.160887096774193,15.429032258064517,10.731854838709676,1994.672,5.011738693467337,115.0,148.6,-0.18333333333333335,0.1,-0.4,0.17224014243685085,Neutro,0,0,2222445.1612903224,259.1961844002555,8177.912242085772,6584.232,2048.13785945,259.2083333333333,287.52666666666664,21.969562841530053,19.175921397379913,20.100342178770948,10.770126967213113,9.693273285502183,10.430732442248601,1994.157,5493.814,6700.0,4.180622641509434,4.6400456081081085,4.5485403937542435,151.0,445.0,564.0,1.6666666666666667,-0.85,-0.65,1362934.884686689,2194198.9982078853,159.29,180.49166666666667,91.63023576308107,0.6306319445343256,0.18333333333333335
2019,2,SANTANDER,51295.0,41687.5,49824.13,1.2344,75,,,,,,,,,0.39999999999999997,0.7,0.2,0.20976176963403026,Neutro,0,0,856529.8387096775,103.12790654997177,8079.0,7104.5509999999995,1346.06580042,103.12833333333333,139.74,,,,,,,,,,,,,,,,,,,,,,,,,0.39999999999999997
2020,2,SANTANDER,52011.0,42622.0,41165.5,1.0448,75,,,,,,,,,-0.8500000000000001,-0.4,-1.2,0.3391164991562635,La Niña,0,1,1072085.6630824374,110.81377893845286,7741.0,6789.116,1438.086714300001,110.83,162.48166666666665,,,,,,,,,,,,,,,,0.39999999999999997,,,856529.8387096775,,103.12833333333333,,,0.25166178063041533,0.8500000000000001
2021,2,SANTANDER,53025.83,42424.85,48027.58,1.0986666666666667,75,,,,,,,,,-0.65,-0.3,-0.9,0.2588435821108957,La Niña,0,1,1813460.1523915462,177.03401104962472,6861.0,6694.546,1777.9755760799999,177.03333333333333,252.24,,,,,,,,,,,,,,,,-0.8500000000000001,0.39999999999999997,,1072085.6630824374,856529.8387096775,110.83,103.12833333333333,,0.6915254208115469,0.65
2022,2,SANTANDER,54345.72,44378.29,45048.58,0.9814473684210526,76,,,,,,,,,-0.85,-0.7,-1.0,0.10488088481701514,La Niña,0,1,2194198.9982078853,180.53962279521804,5655.599220188862,5540.512,1710.135522140001,180.49166666666667,264.185,,,,,,,,,,,,,,,,-0.65,-0.8500000000000001,0.39999999999999997,1813460.1523915462,1072085.6630824374,177.03333333333333,110.83,,0.20995159188594803,0.85
2023,2,SANTANDER,55383.3,46352.25,42160.46,0.8507894736842104,76,,,,,,,,,1.6666666666666667,2.1,1.1,0.3777124126457412,El Niño,1,0,1362934.884686689,159.2891087629881,6327.565109901505,5588.687,1499.721330479999,159.29,192.6016666666667,,,,,,,,,,,,,,,,-0.85,-0.65,-0.8500000000000001,2194198.9982078853,1813460.1523915462,180.49166666666667,177.03333333333333,,-0.37884627337818144,1.6666666666666667
2024,2,SANTANDER,55606.2,45409.409999999996,50566.78,1.0226315789473683,76,,,,,,,,,-0.18333333333333335,0.1,-0.4,0.17224014243685085,Neutro,0,0,2222445.1612903224,259.1961844002555,8177.912242085772,6584.232,2048.13785945,259.2083333333333,287.52666666666664,,,,,,,,,,,,,,,,1.6666666666666667,-0.85,-0.65,1362934.884686689,2194198.9982078853,159.29,180.49166666666667,,0.6306319445343256,0.18333333333333335
2022,2,SUCRE,4.0,0.0,0.0,0.0,1,,,,,,,,,-0.85,-0.7,-1.0,0.10488088481701514,La Niña,0,1,2194198.9982078853,180.53962279521804,5655.599220188862,5540.512,1710.135522140001,180.49166666666667,264.185,,,,,,,,,,,,,,,,,,,,,,,,,0.85
2023,2,SUCRE,4.0,0.0,0.0,0.0,1,,,,,,,,,1.6666666666666667,2.1,1.1,0.3777124126457412,El Niño,1,0,1362934.884686689,159.2891087629881,6327.565109901505,5588.687,1499.721330479999,159.29,192.6016666666667,,,,,,,,,,,,,,,,-0.85,,,2194198.9982078853,,180.49166666666667,,,-0.37884627337818144,1.6666666666666667
2024,2,SUCRE,4.0,4.0,1.0,0.25,1,,,,,,,,,-0.18333333333333335,0.1,-0.4,0.17224014243685085,Neutro,0,0,2222445.1612903224,259.1961844002555,8177.912242085772,6584.232,2048.13785945,259.2083333333333,287.52666666666664,,,,,,,,,,,,,,,,1.6666666666666667,-0.85,,1362934.884686689,2194198.9982078853,159.29,180.49166666666667,,0.6306319445343256,0.18333333333333335
2019,2,TOLIMA,108166.0,88341.0,107521.4,1.1997368421052632,38,19.944650106028476,26.06937685852772,15.98792294759164,10.081453910936078,20769.2,3.3326700898587935,1710.0,180.0,0.39999999999999997,0.7,0.2,0.20976176963403026,Neutro,0,0,856529.8387096775,103.12790654997177,8079.0,7104.5509999999995,1346.06580042,103.12833333333333,139.74,,,,,,,,,,,,,,,,,,,,,,,991.6231541161924,,0.39999999999999997
2020,2,TOLIMA,106992.0,89604.0,90304.75,0.9518421052631579,38,20.615607961921246,27.313390653396798,16.53630560796192,10.777085045434877,17339.8,4.7966251728907325,1307.0,141.4,-0.8500000000000001,-0.4,-1.2,0.3391164991562635,La Niña,0,1,1072085.6630824374,110.81377893845286,7741.0,6789.116,1438.086714300001,110.83,162.48166666666665,19.944650106028476,,,10.081453910936078,,,20769.2,,,3.3326700898587935,,,1710.0,,,0.39999999999999997,,,856529.8387096775,,103.12833333333333,,802.1888642015691,0.25166178063041533,0.8500000000000001
2021,2,TOLIMA,107028.17,90778.16,89881.94,1.0289473684210526,38,18.68428796636889,24.745808066211247,15.115345096689438,9.630462969521808,15708.6,5.085335059889932,1133.0,133.6,-0.65,-0.3,-0.9,0.2588435821108957,La Niña,0,1,1813460.1523915462,177.03401104962472,6861.0,6694.546,1777.9755760799999,177.03333333333333,252.24,20.615607961921246,19.944650106028476,,10.777085045434877,10.081453910936078,,17339.8,20769.2,,4.7966251728907325,3.3326700898587935,,1307.0,1710.0,,-0.8500000000000001,0.39999999999999997,,1072085.6630824374,856529.8387096775,110.83,103.12833333333333,798.0273417478218,0.6915254208115469,0.65
2022,2,TOLIMA,106865.86,90110.73,76413.9,0.8155263157894737,38,19.085624227441286,24.526155129789867,15.80352169962917,8.722633430160696,7284.3,2.989043906442347,604.0,142.8,-0.85,-0.7,-1.0,0.10488088481701514,La Niña,0,1,2194198.9982078853,180.53962279521804,5655.599220188862,5540.512,1710.135522140001,180.49166666666667,264.185,18.68428796636889,20.615607961921246,19.944650106028476,9.630462969521808,10.777085045434877,10.081453910936078,15708.6,17339.8,20769.2,5.085335059889932,4.7966251728907325,3.3326700898587935,1133.0,1307.0,1710.0,-0.65,-0.8500000000000001,0.39999999999999997,1813460.1523915462,1072085.6630824374,177.03333333333333,110.83,362.6623657555078,0.20995159188594803,0.85
2023,2,TOLIMA,106837.22,91191.65,75099.17,0.8034210526315789,38,21.81968907563025,28.627074109243697,17.23207994117647,11.394994168067228,3320.0,2.27553118574366,288.0,101.6,1.6666666666666667,2.1,1.1,0.3777124126457412,El Niño,1,0,1362934.884686689,159.2891087629881,6327.565109901505,5588.687,1499.721330479999,159.29,192.6016666666667,19.085624227441286,18.68428796636889,20.615607961921246,8.722633430160696,9.630462969521808,10.777085045434877,7284.3,15708.6,17339.8,2.989043906442347,5.085335059889932,4.7966251728907325,604.0,1133.0,1307.0,-0.85,-0.65,-0.8500000000000001,2194198.9982078853,1813460.1523915462,180.49166666666667,177.03333333333333,145.48839771640516,-0.37884627337818144,1.6666666666666667
2024,2,TOLIMA,105891.8,86387.39,89981.8,1.0052631578947369,38,22.11852798053528,27.583576642335768,18.186861313868615,9.396715328467153,14005.82,6.306087348041423,713.0,153.2,-0.18333333333333335,0.1,-0.4,0.17224014243685085,Neutro,0,0,2222445.1612903224,259.1961844002555,8177.912242085772,6584.232,2048.13785945,259.2083333333333,287.52666666666664,21.81968907563025,19.085624227441286,18.68428796636889,11.394994168067228,8.722633430160696,9.630462969521808,3320.0,7284.3,15708.6,2.27553118574366,2.989043906442347,5.085335059889932,288.0,604.0,1133.0,1.6666666666666667,-0.85,-0.65,1362934.884686689,2194198.9982078853,159.29,180.49166666666667,605.8266344549379,0.6306319445343256,0.18333333333333335
2019,2,VALLE DEL CAUCA,52595.8,42121.0,53880.56,1.258974358974359,39,,,,,,,,,0.39999999999999997,0.7,0.2,0.20976176963403026,Neutro,0,0,856529.8387096775,103.12790654997177,8079.0,7104.5509999999995,1346.06580042,103.12833333333333,139.74,,,,,,,,,,,,,,,,,,,,,,,,,0.39999999999999997
2020,2,VALLE DEL CAUCA,51188.0,43168.0,49303.9,1.0882051282051282,39,,,,,,,,,-0.8500000000000001,-0.4,-1.2,0.3391164991562635,La Niña,0,1,1072085.6630824374,110.81377893845286,7741.0,6789.116,1438.086714300001,110.83,162.48166666666665,,,,,,,,,,,,,,,,0.39999999999999997,,,856529.8387096775,,103.12833333333333,,,0.25166178063041533,0.8500000000000001
2021,2,VALLE DEL CAUCA,51384.94,42388.93,42840.67,1.0207692307692309,39,,,,,,,,,-0.65,-0.3,-0.9,0.2588435821108957,La Niña,0,1,1813460.1523915462,177.03401104962472,6861.0,6694.546,1777.9755760799999,177.03333333333333,252.24,,,,,,,,,,,,,,,,-0.8500000000000001,0.39999999999999997,,1072085.6630824374,856529.8387096775,110.83,103.12833333333333,,0.6915254208115469,0.65
2022,2,VALLE DEL CAUCA,51395.74,42929.23,37093.76,0.8202564102564102,39,,,,,,,,,-0.85,-0.7,-1.0,0.10488088481701514,La Niña,0,1,2194198.9982078853,180.53962279521804,5655.599220188862,5540.512,1710.135522140001,180.49166666666667,264.185,,,,,,,,,,,,,,,,-0.65,-0.8500000000000001,0.39999999999999997,1813460.1523915462,1072085.6630824374,177.03333333333333,110.83,,0.20995159188594803,0.85
2023,2,VALLE DEL CAUCA,50862.67,42279.23,37410.75,0.9410256410256411,39,,,,,,,,,1.6666666666666667,2.1,1.1,0.3777124126457412,El Niño,1,0,1362934.884686689,159.2891087629881,6327.565109901505,5588.687,1499.721330479999,159.29,192.6016666666667,,,,,,,,,,,,,,,,-0.85,-0.65,-0.8500000000000001,2194198.9982078853,1813460.1523915462,180.49166666666667,177.03333333333333,,-0.37884627337818144,1.6666666666666667
2024,2,VALLE DEL CAUCA,50931.85,41458.29,46889.71,1.138974358974359,39,,,,,,,,,-0.18333333333333335,0.1,-0.4,0.17224014243685085,Neutro,0,0,2222445.1612903224,259.1961844002555,8177.912242085772,6584.232,2048.13785945,259.2083333333333,287.52666666666664,,,,,,,,,,,,,,,,1.6666666666666667,-0.85,-0.65,1362934.884686689,2194198.9982078853,159.29,180.49166666666667,,0.6306319445343256,0.18333333333333335
